SpeciesID,Sp,SpRep,AT,ET,delWeight.g,pWeight,delWeight.g_norm,delTopLength.cm,pLength,delVolume.ml,pVolume
VF8LH,VF,8,LOW,HIGH,-2.9627,-65.8655876925813,-2.9627,NA,NA,NA,NA
VF9LL,VF,9,LOW,LOW,5.091099999999999,116.92120432675743,5.091099999999999,NA,NA,NA,NA
VF9LH,VF,9,LOW,HIGH,-2.5643000000000002,-59.40967958668304,-2.5643000000000002,NA,NA,5,100
VF10LL,VF,10,LOW,LOW,2.3354,33.77149219845849,2.3354,NA,NA,5,50
VF10LH,VF,10,LOW,HIGH,-5.6642,-81.97580178302651,-5.6642,NA,NA,-3,-37.5
VF11LL,VF,11,LOW,LOW,0.3559000000000001,6.434757453578986,0.3559000000000001,NA,NA,5,100
VF11LH,VF,11,LOW,HIGH,-3.3356000000000003,-48.14526139545625,-3.3356000000000003,NA,NA,3,42.857142857142854
VF12LL,VF,12,LOW,LOW,8.9985,132.31337028922644,8.9985,NA,NA,5,50
VF12LH,VF,12,LOW,HIGH,2.1694000000000004,40.03912738547859,2.1694000000000004,NA,NA,5,100
VF13LL,VF,13,LOW,LOW,1.4360999999999997,28.48161516798222,1.4360999999999997,NA,NA,NA,NA
LC1HL,LC,1,HIGH,LOW,-3.2782,-26.303247185692165,-3.2782,NA,NA,20,200
LC1HH,LC,1,HIGH,HIGH,-11.332699999999999,-70.25329795675461,-11.332699999999999,NA,NA,15,100
LC2HL,LC,2,HIGH,LOW,-5.251500000000001,-61.60261824324324,-5.251500000000001,NA,NA,16,160
LC2HH,LC,2,HIGH,HIGH,-6.413999999999999,-45.50356139504525,-6.413999999999999,NA,NA,NA,NA
LC3HL,LC,3,HIGH,LOW,-6.0304,-38.17627024221015,-6.0304,NA,NA,15,100
LC3HH,LC,3,HIGH,HIGH,-7.8049,-64.27012738905952,-7.8049,NA,NA,15,150
LC4HH,LC,4,HIGH,HIGH,-0.24059999999999881,-2.5396892416821357,-0.24059999999999881,NA,NA,10,100
LC5HL,LC,5,HIGH,LOW,2.268600000000001,21.74383943718671,2.268600000000001,NA,NA,15,150
LC5HH,LC,5,HIGH,HIGH,-3.0058000000000007,-24.194275411313956,-3.0058000000000007,NA,NA,10,66.66666666666666
LC6HL,LC,6,HIGH,LOW,-4.2662,-37.78206808601084,-4.2662,NA,NA,NA,NA
LC6HH,LC,6,HIGH,HIGH,-3.0121000000000002,-25.995960921048088,-3.0121000000000002,NA,NA,15,150
LC7HL,LC,7,HIGH,LOW,-5.248800000000001,-40.95281936848019,-5.248800000000001,NA,NA,0,0
